Book Results on 2018.Sep.17
Accession Date (YYYYMMDD),Accession #, Title,Author,# Times Checked Out
19000709,11879,"Tony, the hero : or, a brave boy's adventures with a tramp.","Alger, Horatio, 1832-1899.",106
19000709,11880,"Frank Fowler, the cash boy.","Alger, Horatio, 1832-1899.",190
19000709,11881,"Bob Burton : the young ranchman of Missouri.","Alger, Horatio, 1832-1899.",109
19000709,11882,"The store boy : or The fortunes of Ben Barclay.","Alger, Horatio, 1832-1899.",125
19000709,11883,"Struggling upward, or, Luke Larkin's luck.","Alger, Horatio, 1832-1899.",100
18920315,8252,"Annual report of the Secretary of the Treasury on the state of the finances.","United States. Dept. of the Treasury.",1
18920318,8253,"Hospital sketches and Camp and fireside stories.","Alcott, Louisa May, 1832-1888.",86
19000709,11884,"Luke Walton : or, The Chicago newsboy.","Alger, Horatio, 1832-1899.",130
19000709,11885,"Frank on the prairie.","Fosdick, Charles Austin, 1842-1915.",100
19000709,11886,"The boys with Old Hickory.","Tomlinson, Everett T. (Everett Titsworth), 1859-1931.",35
19000709,11887,"Washington's young aids : a story of the New Jersey campaign, 1776-1777.","Tomlinson, Everett T. (Everett Titsworth), 1859-1931.",60
19000709,11888,"Guarding the border, or The boys of the Great Lakes.","Tomlinson, Everett T. (Everett Titsworth), 1859-1931.",33
18750313,1303,"The Land and the book; or, Biblical illustrations drawn from the manners and customs, the scenes and scenery of the Holy Land.","Thomson, William M. (William McClure), 1806-1894.",2
19001024,12187,"The prairie schooner : a story of the Black Hawk War.","Barton, William Eleazar, 1861-1930.",38
19001024,12188,"With Preble at Tripoli : a story of ""Old Ironsides"" and the Tripolitan war.","Otis, James, 1848-1912.",10
18750313,1304,"The Land and the book; or, Biblical illustrations drawn from the manners and customs, the scenes and scenery of the Holy Land.","Thomson, William M. (William McClure), 1806-1894.",1
19001024,12189,"The godson of Lafayette.","Brooks, Elbridge Streeter, 1846-1902.",11
18750313,964,"Peter Simple.","Marryat, Frederick, 1792-1848.",36
19001024,12190,"The Treasury club : a story of the Treasury Department, illustrating how important a factor is money in our national life.","Drysdale, William, 1852-1901.",25
18971007,10578,"Under Drake's flag : a tale of the Spanish Main.","Henty, G. A. (George Alfred), 1832-1902.",70
18750313,1305,"Cape Cod.","Thoreau, Henry David, 1817-1862.",3
18971007,10579,"In the reign of terror : the adventures of a Westminster boy.","Henty, G. A. (George Alfred), 1832-1902.",76
19001024,12191,"A daughter of freedom : a story of the latter period of the war for independence.","Blanchard, Amy Ella, 1856-1926.",33
18750313,1306,"The Maine woods.","Thoreau, Henry David, 1817-1862.",1
19001024,12192,"The pathfinders of the revolution : a story of the great march into the wilderness and lake region of New York in 1779.","Griffis, William Elliot, 1843-1928.",24
18750313,966,"Japhet in search of a father.","Marryat, Frederick, 1792-1848.",13
18920105,8035,"The sea and the sailor : notes on France and Italy ; and other literary remains.","Colton, Walter, 1797-1851.",6
18920105,8036,"The elements of moral science.","Wayland, Francis, 1796-1865.",2
18971007,10580,"The fall of Sebastopol : or Jack Archer in the Crimea.","Henty, G. A. (George Alfred), 1832-1902.",33
18920105,8037,"Class-book of botany : being outlines of the structure, physiology, and classification of plants ; with a flora of the United States and Canada.","Wood, Alphonso, 1810-1881.",5
19001024,12193,"Tommy and Grizel.","Barrie, J. M. (James Matthew), 1860-1937.",36
18750313,967,"The pacha of many tales.","Marryat, Frederick, 1792-1848.",1
18920105,8038,"The dramatic works of William Shakspeare : accurately printed from the text of the corrected copy left by the late George Steevens ..., with a glossary, and notes, and a Sketch of the life of Shakspeare ; in two volumes.","Shakespeare, William, 1564-1616.",22
18971104,10581,"Beautiful Joe : an autobiography.","Saunders, Marshall, 1861-1947.",74
18750313,1308,"The Malay Archipelago : the land of the orang-utan, and the bird of paradise : a narrative of travel, with studies of man and nature.","Wallace, Alfred Russel, 1823-1913.",2
19001019,12194,"Alice of old Vincennes.","Thompson, Maurice, 1844-1901.",73
18971104,10582,"By pike and dyke : a tale of the rise of the Dutch republic.","Henty, G. A. (George Alfred), 1832-1902.",33
18920105,8039,"Memoirs of the mother and wife of Washington.","Conkling, Margaret C. (Margaret Cockburn), 1814-1890.",3
18750313,969,"Newton Forster, or, The merchant service.","Marryat, Frederick, 1792-1848.",1
18750313,1309,"Glimpses of Spain; or, Notes of an unfinished tour in 1854","Wallis, S. Teackle (Severn Teackle), 1816-1894.",7
18750313,970,"Bertram Noel : a story for youth.","May, E. J. (Edith J.)",6
18750313,971,"Louis' school days: : a story for boys.","May, E. J. (Edith J.)",8
18750313,972,"Mortimer's college life.","May, E. J. (Edith J.)",11
18750313,1310,"History of Joseph Bonaparte : king of Naples and of Italy.","Abbott, John S. C. (John Stevens Cabot), 1805-1877.",1
18750313,973,"Omoo : a narrative of adventures in the South Seas.","Melville, Herman, 1819-1891.",38
19001024,12195,"The lane that had no turning.","Parker, Gilbert, 1862-1932.",67
18750313,1311,"Kings and queens; or, Life in the palace: consisting of historical sketches of Josephine and Maria Louisa, Louis Philippe, Ferdinand of Austria, Nicholas, Isabella II., Leopold, and Victoria.","Abbott, John S. C. (John Stevens Cabot), 1805-1877.",8
19001024,12196,"Harper's new monthly magazine.",,3
18750313,974,"Mardi : and a voyage thither.","Melville, Herman, 1819-1891.",4
19001024,12197,"Harper's new monthly magazine.",,1
18750313,1312,"The story of my life.","Andersen, H. C. (Hans Christian), 1805-1875.",1
18750313,975,"Mardi : and a voyage thither.","Melville, Herman, 1819-1891.",1
19001024,12199,"Harper's new monthly magazine.",,1
18750313,1313,"The successful merchant: sketches of the life of Mr. Samuel Budgett, late of Kingswood Hill.","Arthur, William, 1819-1901.",4
18750313,976,"Typee : a peep at Polynesian life during a four months residence in a valley of the Marquesas.","Melville, Herman, 1819-1891.",5
18971104,10584,"Kathrina : a poem.","Holland, J. G. ‡q (Josiah Gilbert), 1819-1881.",1
18750313,977,"White-Jacket; or, The World in a man-of-war.","Melville, Herman, 1819-1891.",2
18750313,1314,"The life of P.T. Barnum, written by himself.","Barnum, P. T. (Phineas Taylor), 1810-1891.",17
18750313,978,"Cerise : a tale of the last century.","Whyte-Melville, G. J. (George John), 1821-1878.",4
18920105,8042,"A class-book of chemistry : in which the latest facts and principles of the science are explained and applied to the arts of life and the phenomena of nature : designed for the use of colleges and schools.","Youmans, Edward Livingston, 1821-1887.",7
18750313,979,"The interpreter : a tale of the war.","Whyte-Melville, G. J. (George John), 1821-1878.",5
18920105,8043,"The public life of Capt. John Brown.","Redpath, James, 1833-1891.",4
18971104,10586,"Robert Elsmere.","Ward, Humphry, Mrs., 1851-1920.",6
18750313,980,"A tale of old England.","Miller, Thomas, 1807-1874.",2
18750313,1315,"Louis XVII : his life, his suffering, his death : the captivity of the royal family in the Temple.","Beauchesne, A. de (Alcide), 1804-1873.",1
18920105,8045,"MacKenzie's five thousand receipts in all the useful and domestic arts : constituting a complete practical library ... : a new American, from the latest London edition : with numerous and important additions generally : and the medical part carefully revised and adapted to the climate of the U. States : and also a new and most copious index.","Mackenzie, Colin, 1775?-1827.",10
18750313,981,"Dream life : a fable of the seasons.","Mitchell, Donald Grant, 1822-1908.",5
18750313,982,"My farm of Edgewood : a country book.","Mitchell, Donald Grant, 1822-1908.",6
18750313,1316,"The life of John W. de la Flechere : compiled from the narrative of Mr. Wesley, the biographical notes of Mr. Gilpin; from his own letters, and other authentic documents, many of which were never before published.","Benson, Joseph, 1749-1821.",1
18750313,983,"Rural studies, with hints for country places.","Mitchell, Donald Grant, 1822-1908.",1
19001024,12215,"The Atlantic monthly : a magazine of literature, science, art and politics.",,6
19001024,12216,"The Atlantic monthly : a magazine of literature, science, art and politics.",,2
19001024,12217,"The Atlantic monthly : a magazine of literature, science, art and politics.",,21
18750313,984,"Our village: sketches of rural character and scenery.","Mitford, Mary Russell, 1787-1855.",1
19001024,12218,"The Atlantic monthly : a magazine of literature, science, art and politics.",,38
18920105,8046,"Manual of the Boston Academy : for instruction in the elements of vocal music, on the system of Pestalozzi.","Mason, Lowell, 1792-1872.",4
18750313,1317,"The border boy : and how he became the great pioneer of the West : a life of Daniel Boone.","Bogart, W. H. (William Henry), 1810-1888.",81
18920105,8048,"Letters of John Adams, addressed to his wife.","Adams, John, 1735-1826.",1
19001023,12223,"Scribners monthly.","J. G. Holland_Ed.",1
18750313,1318,"The life of Samuel Johnson, LL. D. : including his tour to the Hebrides, correspondence with Mrs. Thrale, &c. &c.","Boswell, James, 1740-1795.",3
19000709,11889,"Tom, the bootblack; or, The road to success.","Alger, Horatio, 1832-1899.",105
18800729,3531,"The Nursery.",,4
19000709,11890,"Tom Thatcher's fortune.","Alger, Horatio, 1832-1899.",86
19000709,11891,"Charlie Codman's cruise : a story for boys.","Alger, Horatio, 1832-1899.",96
19000709,11892,"Paul Prescott's charge : a story for boys.","Alger, Horatio, 1832-1899.",83
19000709,11893,"Frank's campaign, or, The farm and the camp.","Alger, Horatio, 1832-1899.",80
19000709,11894,"The redemption of David Corson.","Goss, Charles Frederic, 1852-1930.",68
19000709,11895,"The queen's garden.","Davis, M. E. M. (Mollie Evelyn Moore), 1852-1909.",46
18800729,3534,"The Nursery.",,2
19000709,11896,"The touchstone.","Wharton, Edith, 1862-1937.",55
19000709,11897,"Roy Gilbert's search : a tale of the Great Lakes.","Chipman, William P. (William Pendleton), 1854-1937.",61
19000709,11898,"The redemption of David Corson.","Goss, Charles Frederic, 1852-1930.",71
19000709,11899,"The garden of Eden.","Howard, Blanche Willis, 1847-1898.",45
19000709,11900,"Sweepers of the sea : the story of a strange navy.","Wetmore, Claude H. (Claude Hazeltine), 1862-1944.",25
18800729,3538,"The Nursery.",,1
18800729,3539,"The Nursery.",,1
19000709,11901,"The treasure-finders : a boy's adventures in Nicaragua.","Otis, James, 1848-1912.",60
19000709,11902,"With Lafayette at Yorktown : the story of how two boys joined the Continental Army.","Otis, James, 1848-1912.",38
18800729,3540,"The Nursery.",,2
19000709,11904,"The heart's highway : a romance of Virginia in the seventeenth century.","Freeman, Mary Eleanor Wilkins, 1852-1930.",97
19000709,11905,"The Farringdons.","Fowler, Ellen Thorneycroft, 1860-1929.",70
19000709,11906,"Senator North.","Atherton, Gertrude Franklin Horn, 1857-1948.",68
19000709,11907,"Captured by Zulus : a story of trapping in Africa.","Prentice, Harry.",46
19000709,11908,"The campaign of the jungle : or, Under Lawton through Luzon.","Stratemeyer, Edward, 1862-1930.",57
19000709,11909,"Red blood and blue.","Robertson, Harrison, 1856-1939.",82
19000709,11910,"The little lame prince.","Craik, Dinah Maria Mulock, 1826-1887.",31
19000709,11911,"Monsieur Beaucaire.","Tarkington, Booth, 1869-1946.",98
19000709,11912,"Tom the ready, or, Up from the lowest.","Hill, Randolph.",36
18750527,2146,"The chemistry of light and photography.","Vogel, Hermann Wilhelm, 1834-1898.",7
18750527,2147,"The sheet metal worker's instructor, for zinc, sheet iron, copper, and tin plate workers, and others; containing a selection of geometrical problems, also practical and simple rules for describing the various patterns required in the different branches of the above trades.","Warn, Reuben Henry.",7
19000709,11913,"Aunt Johnnie : a novel.","Stannard, Henrietta Eliza Vaughan Palmer, 1856-1911.",69
19000709,11914,"The reign of law : a tale of the Kentucky hemp fields.","Allen, James Lane, 1849-1925.",76
19000709,11915,"Unleavened bread.","Grant, Robert, 1852-1940.",64
19000709,11916,"The knights of the cross.","Sienkiewicz, Henryk, 1846-1916.",32
19000709,11917,"The knights of the cross.","Sienkiewicz, Henryk, 1846-1916.",20
18750527,2149,"The trotting horse of America : how to train and drive him : with reminiscences of the trotting turf","Woodruff, Hiram Washington, 1817-1867.",1
19000716,11918,"The bondwoman.","Ryan, Marah Ellis, 1866-1934.",67
19000720,11919,"The social spirit in America.","Henderson, Charles Richmond, 1848-1915.",4
18750527,2150,"Commentaries on the laws of England : in four books.","Blackstone, William, Sir, 1723-1780.",10
18750527,2151,"Commentaries on the laws of England : in four books.","Blackstone, William, Sir, 1723-1780.",5
18750527,2152,"Lectures on the early history of institutions.","Maine, Henry Sumner, Sir, 1822-1888.",2
18750527,2153,"Politics for young Americans.","Nordhoff, Charles, 1830-1901.",3
18920105,8049,"A treatise on domestic economy : for the use of young ladies at home, and at school.","Beecher, Catharine Esther, 1800-1878.",1
18920105,8050,"Practical and scientific fruit culture.","Baker, Charles R.",4
18920105,8051,"Ship and shore : in Madeira, Lisbon, and the Mediterranean.","Colton, Walter, 1797-1851.",3
18750313,985,"Our village : sketches of rural character and scenery.","Mitford, Mary Russell, 1787-1855.",1
18920105,8052,"Noble deeds of woman : or, examples of female courage and virtue.","Starling, Elizabeth.",8
18750313,986,"Eagle Pass, or, Life on the border.","Montgomery, Cora, 1807-1878.",16
18750313,987,Misunderstood.,"Montgomery, Florence, 1843-1923.",11
18750313,989,"Berlin and Sans-Souci; or, Frederick the Great and his friends an historical novel.","Mühlbach, L. (Luise), 1814-1873.",26
18920105,8055,"The life of Israel Putnam, major-general in the Army of the American Revolution.","Cutter, William, 1801-1867.",1
18750313,990,"Bernthal; or, The son's revenge.","Mühlbach, L. (Luise), 1814-1873.",14
18920105,8056,"Letters and opinions of the Masonic institution.","Adams, John Quincy, 1767-1848.",6
18750313,992,"Marie Antoinette and her son : an historical novel.","Mühlbach, L. (Luise), 1814-1873.",8
18920105,8057,"New grammar of French grammars : comprising the substance of all the most approved French grammars extant, but more especially of the standard work, ""Grammaire des grammaires."" With numerous exercises and examples illustrative of every rule.","Fivas, M. de (Alain Auguste Victor)",2
